,Week,Year,Age,Condition,Region,Deaths
48,2018-12-07,2018,75-84,Total,Total,1392
49,2018-12-14,2018,75-84,Total,Total,1386
50,2018-12-21,2018,75-84,Total,Total,1456
51,2018-12-28,2018,75-84,Total,Total,962
0,2018-01-05,2018,85+,Total,Total,3485
1,2018-01-12,2018,85+,Total,Total,4122
2,2018-01-19,2018,85+,Total,Total,3935
3,2018-01-26,2018,85+,Total,Total,3858
4,2018-02-02,2018,85+,Total,Total,3634
5,2018-02-09,2018,85+,Total,Total,3331
6,2018-02-16,2018,85+,Total,Total,3042
7,2018-02-23,2018,85+,Total,Total,3222
8,2018-03-02,2018,85+,Total,Total,2808
9,2018-03-09,2018,85+,Total,Total,3422
10,2018-03-16,2018,85+,Total,Total,3421
11,2018-03-23,2018,85+,Total,Total,3081
12,2018-03-30,2018,85+,Total,Total,2577
13,2018-04-06,2018,85+,Total,Total,2761
14,2018-04-13,2018,85+,Total,Total,3052
15,2018-04-20,2018,85+,Total,Total,2750
16,2018-04-27,2018,85+,Total,Total,2505
17,2018-05-04,2018,85+,Total,Total,2267
18,2018-05-11,2018,85+,Total,Total,2029
19,2018-05-18,2018,85+,Total,Total,2341
20,2018-05-25,2018,85+,Total,Total,2156
21,2018-06-01,2018,85+,Total,Total,1864
22,2018-06-08,2018,85+,Total,Total,2287
