Week,Year,Age,Sex,Condition,Region,Deaths
23,2017,01-14,Female,Total,Total,8
24,2017,01-14,Female,Total,Total,5
25,2017,01-14,Female,Total,Total,6
26,2017,01-14,Female,Total,Total,8
27,2017,01-14,Female,Total,Total,12
28,2017,01-14,Female,Total,Total,7
29,2017,01-14,Female,Total,Total,5
30,2017,01-14,Female,Total,Total,6
31,2017,01-14,Female,Total,Total,9
32,2017,01-14,Female,Total,Total,9
33,2017,01-14,Female,Total,Total,2
34,2017,01-14,Female,Total,Total,12
35,2017,01-14,Female,Total,Total,6
36,2017,01-14,Female,Total,Total,6
37,2017,01-14,Female,Total,Total,8
38,2017,01-14,Female,Total,Total,11
39,2017,01-14,Female,Total,Total,10
40,2017,01-14,Female,Total,Total,6
41,2017,01-14,Female,Total,Total,6
42,2017,01-14,Female,Total,Total,11
43,2017,01-14,Female,Total,Total,4
44,2017,01-14,Female,Total,Total,6
45,2017,01-14,Female,Total,Total,1
46,2017,01-14,Female,Total,Total,9
47,2017,01-14,Female,Total,Total,11
48,2017,01-14,Female,Total,Total,7
49,2017,01-14,Female,Total,Total,9
50,2017,01-14,Female,Total,Total,10
51,2017,01-14,Female,Total,Total,6
0,2017,15-44,Female,Total,Total,72
1,2017,15-44,Female,Total,Total,88
2,2017,15-44,Female,Total,Total,118
3,2017,15-44,Female,Total,Total,97
4,2017,15-44,Female,Total,Total,99
5,2017,15-44,Female,Total,Total,97
6,2017,15-44,Female,Total,Total,119
7,2017,15-44,Female,Total,Total,113
8,2017,15-44,Female,Total,Total,101
9,2017,15-44,Female,Total,Total,105
10,2017,15-44,Female,Total,Total,103
11,2017,15-44,Female,Total,Total,94
12,2017,15-44,Female,Total,Total,111
13,2017,15-44,Female,Total,Total,91
14,2017,15-44,Female,Total,Total,90
15,2017,15-44,Female,Total,Total,108
16,2017,15-44,Female,Total,Total,106
17,2017,15-44,Female,Total,Total,101
18,2017,15-44,Female,Total,Total,131
19,2017,15-44,Female,Total,Total,99
20,2017,15-44,Female,Total,Total,115
21,2017,15-44,Female,Total,Total,82
22,2017,15-44,Female,Total,Total,105
23,2017,15-44,Female,Total,Total,87
24,2017,15-44,Female,Total,Total,106
25,2017,15-44,Female,Total,Total,109
26,2017,15-44,Female,Total,Total,111
27,2017,15-44,Female,Total,Total,112
28,2017,15-44,Female,Total,Total,107
29,2017,15-44,Female,Total,Total,110
30,2017,15-44,Female,Total,Total,99
31,2017,15-44,Female,Total,Total,78
32,2017,15-44,Female,Total,Total,97
33,2017,15-44,Female,Total,Total,104
34,2017,15-44,Female,Total,Total,85
35,2017,15-44,Female,Total,Total,76
36,2017,15-44,Female,Total,Total,88
37,2017,15-44,Female,Total,Total,98
38,2017,15-44,Female,Total,Total,82
39,2017,15-44,Female,Total,Total,92
40,2017,15-44,Female,Total,Total,96
41,2017,15-44,Female,Total,Total,102
42,2017,15-44,Female,Total,Total,101
43,2017,15-44,Female,Total,Total,107
44,2017,15-44,Female,Total,Total,110
45,2017,15-44,Female,Total,Total,100
46,2017,15-44,Female,Total,Total,90
47,2017,15-44,Female,Total,Total,95
48,2017,15-44,Female,Total,Total,100
49,2017,15-44,Female,Total,Total,94
50,2017,15-44,Female,Total,Total,119
51,2017,15-44,Female,Total,Total,75
0,2017,45-64,Female,Total,Total,514
1,2017,45-64,Female,Total,Total,553
2,2017,45-64,Female,Total,Total,537
3,2017,45-64,Female,Total,Total,510
4,2017,45-64,Female,Total,Total,488
5,2017,45-64,Female,Total,Total,517
6,2017,45-64,Female,Total,Total,522
7,2017,45-64,Female,Total,Total,544
8,2017,45-64,Female,Total,Total,519
9,2017,45-64,Female,Total,Total,492
10,2017,45-64,Female,Total,Total,516
11,2017,45-64,Female,Total,Total,494
12,2017,45-64,Female,Total,Total,497
13,2017,45-64,Female,Total,Total,480
14,2017,45-64,Female,Total,Total,369
15,2017,45-64,Female,Total,Total,472
16,2017,45-64,Female,Total,Total,531
17,2017,45-64,Female,Total,Total,387
18,2017,45-64,Female,Total,Total,523
19,2017,45-64,Female,Total,Total,533
20,2017,45-64,Female,Total,Total,450
21,2017,45-64,Female,Total,Total,391
22,2017,45-64,Female,Total,Total,481
23,2017,45-64,Female,Total,Total,462
24,2017,45-64,Female,Total,Total,477
25,2017,45-64,Female,Total,Total,449
26,2017,45-64,Female,Total,Total,471
27,2017,45-64,Female,Total,Total,454
28,2017,45-64,Female,Total,Total,483
29,2017,45-64,Female,Total,Total,480
30,2017,45-64,Female,Total,Total,431
31,2017,45-64,Female,Total,Total,456
32,2017,45-64,Female,Total,Total,468
33,2017,45-64,Female,Total,Total,430
34,2017,45-64,Female,Total,Total,386
35,2017,45-64,Female,Total,Total,500
36,2017,45-64,Female,Total,Total,500
37,2017,45-64,Female,Total,Total,463
38,2017,45-64,Female,Total,Total,491
39,2017,45-64,Female,Total,Total,499
40,2017,45-64,Female,Total,Total,479
41,2017,45-64,Female,Total,Total,448
42,2017,45-64,Female,Total,Total,454
43,2017,45-64,Female,Total,Total,506
44,2017,45-64,Female,Total,Total,515
45,2017,45-64,Female,Total,Total,519
46,2017,45-64,Female,Total,Total,545
47,2017,45-64,Female,Total,Total,481
48,2017,45-64,Female,Total,Total,464
49,2017,45-64,Female,Total,Total,529
50,2017,45-64,Female,Total,Total,548
51,2017,45-64,Female,Total,Total,366
0,2017,65-74,Female,Total,Total,810
1,2017,65-74,Female,Total,Total,912
2,2017,65-74,Female,Total,Total,930
3,2017,65-74,Female,Total,Total,782
4,2017,65-74,Female,Total,Total,781
5,2017,65-74,Female,Total,Total,804
6,2017,65-74,Female,Total,Total,740
7,2017,65-74,Female,Total,Total,785
8,2017,65-74,Female,Total,Total,784
9,2017,65-74,Female,Total,Total,711
10,2017,65-74,Female,Total,Total,726
11,2017,65-74,Female,Total,Total,739
12,2017,65-74,Female,Total,Total,687
13,2017,65-74,Female,Total,Total,700
14,2017,65-74,Female,Total,Total,619
15,2017,65-74,Female,Total,Total,642
16,2017,65-74,Female,Total,Total,718
17,2017,65-74,Female,Total,Total,637
18,2017,65-74,Female,Total,Total,725
19,2017,65-74,Female,Total,Total,733
20,2017,65-74,Female,Total,Total,700
21,2017,65-74,Female,Total,Total,611
22,2017,65-74,Female,Total,Total,682
23,2017,65-74,Female,Total,Total,714
24,2017,65-74,Female,Total,Total,665
25,2017,65-74,Female,Total,Total,674
26,2017,65-74,Female,Total,Total,638
27,2017,65-74,Female,Total,Total,678
28,2017,65-74,Female,Total,Total,603
29,2017,65-74,Female,Total,Total,608
30,2017,65-74,Female,Total,Total,623
31,2017,65-74,Female,Total,Total,634
32,2017,65-74,Female,Total,Total,641
33,2017,65-74,Female,Total,Total,655
34,2017,65-74,Female,Total,Total,603
35,2017,65-74,Female,Total,Total,645
36,2017,65-74,Female,Total,Total,692
37,2017,65-74,Female,Total,Total,670
38,2017,65-74,Female,Total,Total,734
39,2017,65-74,Female,Total,Total,713
40,2017,65-74,Female,Total,Total,713
41,2017,65-74,Female,Total,Total,709
42,2017,65-74,Female,Total,Total,683
43,2017,65-74,Female,Total,Total,682
44,2017,65-74,Female,Total,Total,677
45,2017,65-74,Female,Total,Total,719
46,2017,65-74,Female,Total,Total,712
47,2017,65-74,Female,Total,Total,746
48,2017,65-74,Female,Total,Total,732
49,2017,65-74,Female,Total,Total,728
50,2017,65-74,Female,Total,Total,881
51,2017,65-74,Female,Total,Total,610
0,2017,75-84,Female,Total,Total,1647
1,2017,75-84,Female,Total,Total,1871
2,2017,75-84,Female,Total,Total,1799
3,2017,75-84,Female,Total,Total,1759
4,2017,75-84,Female,Total,Total,1655
5,2017,75-84,Female,Total,Total,1729
6,2017,75-84,Female,Total,Total,1523
7,2017,75-84,Female,Total,Total,1534
8,2017,75-84,Female,Total,Total,1496
9,2017,75-84,Female,Total,Total,1450
10,2017,75-84,Female,Total,Total,1442
11,2017,75-84,Female,Total,Total,1328
12,2017,75-84,Female,Total,Total,1319
13,2017,75-84,Female,Total,Total,1257
14,2017,75-84,Female,Total,Total,1142
15,2017,75-84,Female,Total,Total,1305
16,2017,75-84,Female,Total,Total,1445
17,2017,75-84,Female,Total,Total,1212
18,2017,75-84,Female,Total,Total,1388
19,2017,75-84,Female,Total,Total,1348
20,2017,75-84,Female,Total,Total,1296
21,2017,75-84,Female,Total,Total,1101
22,2017,75-84,Female,Total,Total,1299
23,2017,75-84,Female,Total,Total,1182
24,2017,75-84,Female,Total,Total,1225
25,2017,75-84,Female,Total,Total,1271
26,2017,75-84,Female,Total,Total,1187
27,2017,75-84,Female,Total,Total,1248
28,2017,75-84,Female,Total,Total,1200
29,2017,75-84,Female,Total,Total,1150
30,2017,75-84,Female,Total,Total,1186
31,2017,75-84,Female,Total,Total,1227
32,2017,75-84,Female,Total,Total,1220
33,2017,75-84,Female,Total,Total,1228
34,2017,75-84,Female,Total,Total,1057
35,2017,75-84,Female,Total,Total,1212
36,2017,75-84,Female,Total,Total,1196
37,2017,75-84,Female,Total,Total,1197
38,2017,75-84,Female,Total,Total,1260
39,2017,75-84,Female,Total,Total,1274
40,2017,75-84,Female,Total,Total,1312
41,2017,75-84,Female,Total,Total,1332
42,2017,75-84,Female,Total,Total,1313
43,2017,75-84,Female,Total,Total,1312
44,2017,75-84,Female,Total,Total,1306
45,2017,75-84,Female,Total,Total,1344
46,2017,75-84,Female,Total,Total,1366
47,2017,75-84,Female,Total,Total,1360
48,2017,75-84,Female,Total,Total,1408
49,2017,75-84,Female,Total,Total,1486
50,2017,75-84,Female,Total,Total,1727
51,2017,75-84,Female,Total,Total,1155
0,2017,85+,Female,Total,Total,3229
1,2017,85+,Female,Total,Total,3717
2,2017,85+,Female,Total,Total,3747
3,2017,85+,Female,Total,Total,3578
4,2017,85+,Female,Total,Total,3371
5,2017,85+,Female,Total,Total,3242
6,2017,85+,Female,Total,Total,3029
7,2017,85+,Female,Total,Total,3189
8,2017,85+,Female,Total,Total,2931
9,2017,85+,Female,Total,Total,2848
10,2017,85+,Female,Total,Total,2688
11,2017,85+,Female,Total,Total,2542
12,2017,85+,Female,Total,Total,2484
13,2017,85+,Female,Total,Total,2382
14,2017,85+,Female,Total,Total,2080
15,2017,85+,Female,Total,Total,2298
16,2017,85+,Female,Total,Total,2621
17,2017,85+,Female,Total,Total,2172
18,2017,85+,Female,Total,Total,2539
19,2017,85+,Female,Total,Total,2470
20,2017,85+,Female,Total,Total,2430
21,2017,85+,Female,Total,Total,2013
22,2017,85+,Female,Total,Total,2250
23,2017,85+,Female,Total,Total,2219
24,2017,85+,Female,Total,Total,2320
25,2017,85+,Female,Total,Total,2222
26,2017,85+,Female,Total,Total,2086
27,2017,85+,Female,Total,Total,2130
28,2017,85+,Female,Total,Total,2057
29,2017,85+,Female,Total,Total,2084
30,2017,85+,Female,Total,Total,2123
31,2017,85+,Female,Total,Total,2042
32,2017,85+,Female,Total,Total,2203
33,2017,85+,Female,Total,Total,2271
34,2017,85+,Female,Total,Total,1927
35,2017,85+,Female,Total,Total,2252
36,2017,85+,Female,Total,Total,2182
37,2017,85+,Female,Total,Total,2288
38,2017,85+,Female,Total,Total,2298
39,2017,85+,Female,Total,Total,2313
40,2017,85+,Female,Total,Total,2407
41,2017,85+,Female,Total,Total,2384
42,2017,85+,Female,Total,Total,2308
43,2017,85+,Female,Total,Total,2406
44,2017,85+,Female,Total,Total,2473
45,2017,85+,Female,Total,Total,2468
46,2017,85+,Female,Total,Total,2610
47,2017,85+,Female,Total,Total,2633
48,2017,85+,Female,Total,Total,2687
49,2017,85+,Female,Total,Total,2867
50,2017,85+,Female,Total,Total,3216
51,2017,85+,Female,Total,Total,2244
0,2017,Total,Total,Total,North East,602
1,2017,Total,Total,Total,North East,738
2,2017,Total,Total,Total,North East,676
3,2017,Total,Total,Total,North East,627
4,2017,Total,Total,Total,North East,631
5,2017,Total,Total,Total,North East,635
6,2017,Total,Total,Total,North East,610
7,2017,Total,Total,Total,North East,636
8,2017,Total,Total,Total,North East,606
9,2017,Total,Total,Total,North East,570
10,2017,Total,Total,Total,North East,581
11,2017,Total,Total,Total,North East,535
12,2017,Total,Total,Total,North East,509
13,2017,Total,Total,Total,North East,523
14,2017,Total,Total,Total,North East,410
15,2017,Total,Total,Total,North East,517
16,2017,Total,Total,Total,North East,583
17,2017,Total,Total,Total,North East,479
18,2017,Total,Total,Total,North East,551
19,2017,Total,Total,Total,North East,553
20,2017,Total,Total,Total,North East,519
21,2017,Total,Total,Total,North East,408
22,2017,Total,Total,Total,North East,514
23,2017,Total,Total,Total,North East,499
24,2017,Total,Total,Total,North East,509
25,2017,Total,Total,Total,North East,451
26,2017,Total,Total,Total,North East,495
27,2017,Total,Total,Total,North East,502
28,2017,Total,Total,Total,North East,514
29,2017,Total,Total,Total,North East,456
30,2017,Total,Total,Total,North East,507
31,2017,Total,Total,Total,North East,479
32,2017,Total,Total,Total,North East,464
33,2017,Total,Total,Total,North East,482
34,2017,Total,Total,Total,North East,434
35,2017,Total,Total,Total,North East,512
36,2017,Total,Total,Total,North East,539
37,2017,Total,Total,Total,North East,504
38,2017,Total,Total,Total,North East,507
39,2017,Total,Total,Total,North East,501
40,2017,Total,Total,Total,North East,513
41,2017,Total,Total,Total,North East,550
42,2017,Total,Total,Total,North East,509
43,2017,Total,Total,Total,North East,536
44,2017,Total,Total,Total,North East,510
45,2017,Total,Total,Total,North East,502
46,2017,Total,Total,Total,North East,550
47,2017,Total,Total,Total,North East,562
48,2017,Total,Total,Total,North East,612
49,2017,Total,Total,Total,North East,595
50,2017,Total,Total,Total,North East,719
51,2017,Total,Total,Total,North East,500
0,2017,Total,Total,Total,North West,1665
1,2017,Total,Total,Total,North West,1840
2,2017,Total,Total,Total,North West,1786
3,2017,Total,Total,Total,North West,1666
4,2017,Total,Total,Total,North West,1625
5,2017,Total,Total,Total,North West,1566
6,2017,Total,Total,Total,North West,1528
7,2017,Total,Total,Total,North West,1519
8,2017,Total,Total,Total,North West,1488
9,2017,Total,Total,Total,North West,1464
10,2017,Total,Total,Total,North West,1450
11,2017,Total,Total,Total,North West,1364
12,2017,Total,Total,Total,North West,1313
13,2017,Total,Total,Total,North West,1373
14,2017,Total,Total,Total,North West,1217
15,2017,Total,Total,Total,North West,1362
16,2017,Total,Total,Total,North West,1495
17,2017,Total,Total,Total,North West,1279
18,2017,Total,Total,Total,North West,1368
19,2017,Total,Total,Total,North West,1329
20,2017,Total,Total,Total,North West,1349
21,2017,Total,Total,Total,North West,1208
22,2017,Total,Total,Total,North West,1311
23,2017,Total,Total,Total,North West,1272
24,2017,Total,Total,Total,North West,1328
25,2017,Total,Total,Total,North West,1174
26,2017,Total,Total,Total,North West,1278
27,2017,Total,Total,Total,North West,1225
28,2017,Total,Total,Total,North West,1196
29,2017,Total,Total,Total,North West,1174
30,2017,Total,Total,Total,North West,1192
31,2017,Total,Total,Total,North West,1171
32,2017,Total,Total,Total,North West,1260
33,2017,Total,Total,Total,North West,1299
34,2017,Total,Total,Total,North West,1117
35,2017,Total,Total,Total,North West,1307
36,2017,Total,Total,Total,North West,1285
37,2017,Total,Total,Total,North West,1221
38,2017,Total,Total,Total,North West,1305
39,2017,Total,Total,Total,North West,1289
40,2017,Total,Total,Total,North West,1340
41,2017,Total,Total,Total,North West,1359
42,2017,Total,Total,Total,North West,1375
43,2017,Total,Total,Total,North West,1356
44,2017,Total,Total,Total,North West,1365
45,2017,Total,Total,Total,North West,1381
46,2017,Total,Total,Total,North West,1419
47,2017,Total,Total,Total,North West,1453
48,2017,Total,Total,Total,North West,1538
49,2017,Total,Total,Total,North West,1509
50,2017,Total,Total,Total,North West,1709
51,2017,Total,Total,Total,North West,1194
0,2017,Total,Total,Total,Yorkshire and The Humber,1208
1,2017,Total,Total,Total,Yorkshire and The Humber,1351
2,2017,Total,Total,Total,Yorkshire and The Humber,1383
3,2017,Total,Total,Total,Yorkshire and The Humber,1242
4,2017,Total,Total,Total,Yorkshire and The Humber,1243
5,2017,Total,Total,Total,Yorkshire and The Humber,1224
6,2017,Total,Total,Total,Yorkshire and The Humber,1186
7,2017,Total,Total,Total,Yorkshire and The Humber,1159
8,2017,Total,Total,Total,Yorkshire and The Humber,1123
9,2017,Total,Total,Total,Yorkshire and The Humber,1110
10,2017,Total,Total,Total,Yorkshire and The Humber,1121
11,2017,Total,Total,Total,Yorkshire and The Humber,1065
12,2017,Total,Total,Total,Yorkshire and The Humber,1045
13,2017,Total,Total,Total,Yorkshire and The Humber,929
14,2017,Total,Total,Total,Yorkshire and The Humber,795
15,2017,Total,Total,Total,Yorkshire and The Humber,1010
16,2017,Total,Total,Total,Yorkshire and The Humber,1053
17,2017,Total,Total,Total,Yorkshire and The Humber,872
18,2017,Total,Total,Total,Yorkshire and The Humber,1053
19,2017,Total,Total,Total,Yorkshire and The Humber,1030
20,2017,Total,Total,Total,Yorkshire and The Humber,936
21,2017,Total,Total,Total,Yorkshire and The Humber,818
22,2017,Total,Total,Total,Yorkshire and The Humber,950
23,2017,Total,Total,Total,Yorkshire and The Humber,918
24,2017,Total,Total,Total,Yorkshire and The Humber,901
25,2017,Total,Total,Total,Yorkshire and The Humber,914
26,2017,Total,Total,Total,Yorkshire and The Humber,904
27,2017,Total,Total,Total,Yorkshire and The Humber,953
28,2017,Total,Total,Total,Yorkshire and The Humber,856
29,2017,Total,Total,Total,Yorkshire and The Humber,881
30,2017,Total,Total,Total,Yorkshire and The Humber,891
31,2017,Total,Total,Total,Yorkshire and The Humber,882
32,2017,Total,Total,Total,Yorkshire and The Humber,849
33,2017,Total,Total,Total,Yorkshire and The Humber,848
34,2017,Total,Total,Total,Yorkshire and The Humber,836
35,2017,Total,Total,Total,Yorkshire and The Humber,921
36,2017,Total,Total,Total,Yorkshire and The Humber,877
37,2017,Total,Total,Total,Yorkshire and The Humber,919
38,2017,Total,Total,Total,Yorkshire and The Humber,957
39,2017,Total,Total,Total,Yorkshire and The Humber,946
40,2017,Total,Total,Total,Yorkshire and The Humber,1011
41,2017,Total,Total,Total,Yorkshire and The Humber,1019
42,2017,Total,Total,Total,Yorkshire and The Humber,903
43,2017,Total,Total,Total,Yorkshire and The Humber,1006
44,2017,Total,Total,Total,Yorkshire and The Humber,1042
45,2017,Total,Total,Total,Yorkshire and The Humber,1027
46,2017,Total,Total,Total,Yorkshire and The Humber,1089
47,2017,Total,Total,Total,Yorkshire and The Humber,1045
48,2017,Total,Total,Total,Yorkshire and The Humber,1013
49,2017,Total,Total,Total,Yorkshire and The Humber,1048
50,2017,Total,Total,Total,Yorkshire and The Humber,1181
51,2017,Total,Total,Total,Yorkshire and The Humber,840
0,2017,Total,Total,Total,East Midlands,1016
1,2017,Total,Total,Total,East Midlands,1170
2,2017,Total,Total,Total,East Midlands,1190
3,2017,Total,Total,Total,East Midlands,1116
4,2017,Total,Total,Total,East Midlands,1045
5,2017,Total,Total,Total,East Midlands,1036
6,2017,Total,Total,Total,East Midlands,964
7,2017,Total,Total,Total,East Midlands,954
8,2017,Total,Total,Total,East Midlands,963
9,2017,Total,Total,Total,East Midlands,1038
10,2017,Total,Total,Total,East Midlands,963
11,2017,Total,Total,Total,East Midlands,947
12,2017,Total,Total,Total,East Midlands,870
13,2017,Total,Total,Total,East Midlands,835
14,2017,Total,Total,Total,East Midlands,708
15,2017,Total,Total,Total,East Midlands,812
16,2017,Total,Total,Total,East Midlands,882
17,2017,Total,Total,Total,East Midlands,803
18,2017,Total,Total,Total,East Midlands,988
19,2017,Total,Total,Total,East Midlands,817
20,2017,Total,Total,Total,East Midlands,802
21,2017,Total,Total,Total,East Midlands,726
22,2017,Total,Total,Total,East Midlands,841
23,2017,Total,Total,Total,East Midlands,819
24,2017,Total,Total,Total,East Midlands,841
25,2017,Total,Total,Total,East Midlands,804
26,2017,Total,Total,Total,East Midlands,802
27,2017,Total,Total,Total,East Midlands,862
28,2017,Total,Total,Total,East Midlands,809
29,2017,Total,Total,Total,East Midlands,738
30,2017,Total,Total,Total,East Midlands,784
31,2017,Total,Total,Total,East Midlands,772
32,2017,Total,Total,Total,East Midlands,747
33,2017,Total,Total,Total,East Midlands,783
34,2017,Total,Total,Total,East Midlands,667
35,2017,Total,Total,Total,East Midlands,808
36,2017,Total,Total,Total,East Midlands,758
37,2017,Total,Total,Total,East Midlands,814
38,2017,Total,Total,Total,East Midlands,782
39,2017,Total,Total,Total,East Midlands,818
40,2017,Total,Total,Total,East Midlands,827
41,2017,Total,Total,Total,East Midlands,806
42,2017,Total,Total,Total,East Midlands,743
43,2017,Total,Total,Total,East Midlands,850
44,2017,Total,Total,Total,East Midlands,931
45,2017,Total,Total,Total,East Midlands,898
46,2017,Total,Total,Total,East Midlands,862
47,2017,Total,Total,Total,East Midlands,878
48,2017,Total,Total,Total,East Midlands,970
49,2017,Total,Total,Total,East Midlands,971
50,2017,Total,Total,Total,East Midlands,1039
51,2017,Total,Total,Total,East Midlands,685
0,2017,Total,Total,Total,West Midlands,1243
1,2017,Total,Total,Total,West Midlands,1439
2,2017,Total,Total,Total,West Midlands,1414
3,2017,Total,Total,Total,West Midlands,1362
4,2017,Total,Total,Total,West Midlands,1293
5,2017,Total,Total,Total,West Midlands,1234
6,2017,Total,Total,Total,West Midlands,1243
7,2017,Total,Total,Total,West Midlands,1216
8,2017,Total,Total,Total,West Midlands,1184
9,2017,Total,Total,Total,West Midlands,1163
10,2017,Total,Total,Total,West Midlands,1140
11,2017,Total,Total,Total,West Midlands,1034
12,2017,Total,Total,Total,West Midlands,1024
13,2017,Total,Total,Total,West Midlands,1048
14,2017,Total,Total,Total,West Midlands,868
15,2017,Total,Total,Total,West Midlands,978
16,2017,Total,Total,Total,West Midlands,1125
17,2017,Total,Total,Total,West Midlands,902
18,2017,Total,Total,Total,West Midlands,1059
19,2017,Total,Total,Total,West Midlands,1079
20,2017,Total,Total,Total,West Midlands,1088
21,2017,Total,Total,Total,West Midlands,849
22,2017,Total,Total,Total,West Midlands,1060
23,2017,Total,Total,Total,West Midlands,1016
24,2017,Total,Total,Total,West Midlands,991
25,2017,Total,Total,Total,West Midlands,996
26,2017,Total,Total,Total,West Midlands,985
27,2017,Total,Total,Total,West Midlands,973
28,2017,Total,Total,Total,West Midlands,947
29,2017,Total,Total,Total,West Midlands,941
30,2017,Total,Total,Total,West Midlands,911
31,2017,Total,Total,Total,West Midlands,943
32,2017,Total,Total,Total,West Midlands,936
33,2017,Total,Total,Total,West Midlands,966
34,2017,Total,Total,Total,West Midlands,780
35,2017,Total,Total,Total,West Midlands,1017
36,2017,Total,Total,Total,West Midlands,1001
37,2017,Total,Total,Total,West Midlands,978
38,2017,Total,Total,Total,West Midlands,990
39,2017,Total,Total,Total,West Midlands,1003
40,2017,Total,Total,Total,West Midlands,1001
41,2017,Total,Total,Total,West Midlands,997
42,2017,Total,Total,Total,West Midlands,1058
43,2017,Total,Total,Total,West Midlands,1014
44,2017,Total,Total,Total,West Midlands,1117
45,2017,Total,Total,Total,West Midlands,1096
46,2017,Total,Total,Total,West Midlands,1080
47,2017,Total,Total,Total,West Midlands,1065
48,2017,Total,Total,Total,West Midlands,1066
49,2017,Total,Total,Total,West Midlands,1128
50,2017,Total,Total,Total,West Midlands,1318
51,2017,Total,Total,Total,West Midlands,844
0,2017,Total,Total,Total,East,1187
1,2017,Total,Total,Total,East,1450
2,2017,Total,Total,Total,East,1484
3,2017,Total,Total,Total,East,1488
4,2017,Total,Total,Total,East,1384
5,2017,Total,Total,Total,East,1411
6,2017,Total,Total,Total,East,1253
7,2017,Total,Total,Total,East,1327
8,2017,Total,Total,Total,East,1328
9,2017,Total,Total,Total,East,1230
10,2017,Total,Total,Total,East,1150
11,2017,Total,Total,Total,East,1134
12,2017,Total,Total,Total,East,1109
13,2017,Total,Total,Total,East,1056
14,2017,Total,Total,Total,East,918
15,2017,Total,Total,Total,East,996
16,2017,Total,Total,Total,East,1137
17,2017,Total,Total,Total,East,956
18,2017,Total,Total,Total,East,1153
19,2017,Total,Total,Total,East,1124
20,2017,Total,Total,Total,East,1118
21,2017,Total,Total,Total,East,813
22,2017,Total,Total,Total,East,1016
23,2017,Total,Total,Total,East,990
24,2017,Total,Total,Total,East,991
25,2017,Total,Total,Total,East,1028
26,2017,Total,Total,Total,East,1010
27,2017,Total,Total,Total,East,1005
28,2017,Total,Total,Total,East,970
29,2017,Total,Total,Total,East,949
30,2017,Total,Total,Total,East,955
31,2017,Total,Total,Total,East,1005
32,2017,Total,Total,Total,East,1018
33,2017,Total,Total,Total,East,1002
34,2017,Total,Total,Total,East,853
35,2017,Total,Total,Total,East,1066
36,2017,Total,Total,Total,East,990
37,2017,Total,Total,Total,East,1096
38,2017,Total,Total,Total,East,1071
39,2017,Total,Total,Total,East,1057
40,2017,Total,Total,Total,East,1085
41,2017,Total,Total,Total,East,1056
42,2017,Total,Total,Total,East,1037
43,2017,Total,Total,Total,East,1129
44,2017,Total,Total,Total,East,1132
45,2017,Total,Total,Total,East,1091
46,2017,Total,Total,Total,East,1148
47,2017,Total,Total,Total,East,1168
48,2017,Total,Total,Total,East,1139
49,2017,Total,Total,Total,East,1226
50,2017,Total,Total,Total,East,1322
51,2017,Total,Total,Total,East,878
0,2017,Total,Total,Total,London,1173
1,2017,Total,Total,Total,London,1296
2,2017,Total,Total,Total,London,1276
3,2017,Total,Total,Total,London,1198
4,2017,Total,Total,Total,London,1210
5,2017,Total,Total,Total,London,1161
6,2017,Total,Total,Total,London,1095
7,2017,Total,Total,Total,London,1114
8,2017,Total,Total,Total,London,930
9,2017,Total,Total,Total,London,969
10,2017,Total,Total,Total,London,946
11,2017,Total,Total,Total,London,930
12,2017,Total,Total,Total,London,888
13,2017,Total,Total,Total,London,905
14,2017,Total,Total,Total,London,801
15,2017,Total,Total,Total,London,896
16,2017,Total,Total,Total,London,1053
17,2017,Total,Total,Total,London,804
18,2017,Total,Total,Total,London,970
19,2017,Total,Total,Total,London,914
20,2017,Total,Total,Total,London,953
21,2017,Total,Total,Total,London,787
22,2017,Total,Total,Total,London,876
23,2017,Total,Total,Total,London,829
24,2017,Total,Total,Total,London,902
25,2017,Total,Total,Total,London,903
26,2017,Total,Total,Total,London,820
27,2017,Total,Total,Total,London,843
28,2017,Total,Total,Total,London,867
29,2017,Total,Total,Total,London,783
30,2017,Total,Total,Total,London,792
31,2017,Total,Total,Total,London,858
32,2017,Total,Total,Total,London,929
33,2017,Total,Total,Total,London,907
34,2017,Total,Total,Total,London,766
35,2017,Total,Total,Total,London,866
36,2017,Total,Total,Total,London,871
37,2017,Total,Total,Total,London,900
38,2017,Total,Total,Total,London,882
39,2017,Total,Total,Total,London,923
40,2017,Total,Total,Total,London,928
41,2017,Total,Total,Total,London,934
42,2017,Total,Total,Total,London,931
43,2017,Total,Total,Total,London,897
44,2017,Total,Total,Total,London,931
45,2017,Total,Total,Total,London,949
46,2017,Total,Total,Total,London,1038
47,2017,Total,Total,Total,London,972
48,2017,Total,Total,Total,London,1008
49,2017,Total,Total,Total,London,1042
50,2017,Total,Total,Total,London,1153
51,2017,Total,Total,Total,London,814
0,2017,Total,Total,Total,South East,1899
1,2017,Total,Total,Total,South East,2161
2,2017,Total,Total,Total,South East,2195
3,2017,Total,Total,Total,South East,1999
4,2017,Total,Total,Total,South East,1920
5,2017,Total,Total,Total,South East,1916
6,2017,Total,Total,Total,South East,1847
7,2017,Total,Total,Total,South East,1834
8,2017,Total,Total,Total,South East,1673
9,2017,Total,Total,Total,South East,1738
10,2017,Total,Total,Total,South East,1593
11,2017,Total,Total,Total,South East,1557
12,2017,Total,Total,Total,South East,1520
13,2017,Total,Total,Total,South East,1522
14,2017,Total,Total,Total,South East,1316
15,2017,Total,Total,Total,South East,1409
16,2017,Total,Total,Total,South East,1678
17,2017,Total,Total,Total,South East,1356
