Week,Year,Age,Sex,Condition,Region,Deaths
18,2017,Total,Total,Total,South East,1685
19,2017,Total,Total,Total,South East,1639
20,2017,Total,Total,Total,South East,1526
21,2017,Total,Total,Total,South East,1217
22,2017,Total,Total,Total,South East,1527
23,2017,Total,Total,Total,South East,1380
24,2017,Total,Total,Total,South East,1473
25,2017,Total,Total,Total,South East,1456
26,2017,Total,Total,Total,South East,1395
27,2017,Total,Total,Total,South East,1393
28,2017,Total,Total,Total,South East,1389
29,2017,Total,Total,Total,South East,1381
30,2017,Total,Total,Total,South East,1345
31,2017,Total,Total,Total,South East,1346
32,2017,Total,Total,Total,South East,1481
33,2017,Total,Total,Total,South East,1502
34,2017,Total,Total,Total,South East,1205
35,2017,Total,Total,Total,South East,1445
36,2017,Total,Total,Total,South East,1493
37,2017,Total,Total,Total,South East,1422
38,2017,Total,Total,Total,South East,1468
39,2017,Total,Total,Total,South East,1521
40,2017,Total,Total,Total,South East,1497
41,2017,Total,Total,Total,South East,1541
42,2017,Total,Total,Total,South East,1539
43,2017,Total,Total,Total,South East,1473
44,2017,Total,Total,Total,South East,1572
45,2017,Total,Total,Total,South East,1539
46,2017,Total,Total,Total,South East,1623
47,2017,Total,Total,Total,South East,1608
48,2017,Total,Total,Total,South East,1649
49,2017,Total,Total,Total,South East,1765
50,2017,Total,Total,Total,South East,1961
51,2017,Total,Total,Total,South East,1305
0,2017,Total,Total,Total,South West,1228
1,2017,Total,Total,Total,South West,1419
2,2017,Total,Total,Total,South West,1346
3,2017,Total,Total,Total,South West,1278
4,2017,Total,Total,Total,South West,1359
5,2017,Total,Total,Total,South West,1339
6,2017,Total,Total,Total,South West,1217
7,2017,Total,Total,Total,South West,1312
8,2017,Total,Total,Total,South West,1221
9,2017,Total,Total,Total,South West,1144
10,2017,Total,Total,Total,South West,1083
11,2017,Total,Total,Total,South West,1107
12,2017,Total,Total,Total,South West,1064
13,2017,Total,Total,Total,South West,1075
14,2017,Total,Total,Total,South West,863
15,2017,Total,Total,Total,South West,984
16,2017,Total,Total,Total,South West,1159
17,2017,Total,Total,Total,South West,997
18,2017,Total,Total,Total,South West,1155
19,2017,Total,Total,Total,South West,1161
20,2017,Total,Total,Total,South West,1118
21,2017,Total,Total,Total,South West,897
22,2017,Total,Total,Total,South West,1066
23,2017,Total,Total,Total,South West,1015
24,2017,Total,Total,Total,South West,1058
25,2017,Total,Total,Total,South West,1038
26,2017,Total,Total,Total,South West,996
27,2017,Total,Total,Total,South West,1031
28,2017,Total,Total,Total,South West,979
29,2017,Total,Total,Total,South West,963
30,2017,Total,Total,Total,South West,946
31,2017,Total,Total,Total,South West,982
32,2017,Total,Total,Total,South West,998
33,2017,Total,Total,Total,South West,1001
34,2017,Total,Total,Total,South West,908
35,2017,Total,Total,Total,South West,993
36,2017,Total,Total,Total,South West,1006
37,2017,Total,Total,Total,South West,1074
38,2017,Total,Total,Total,South West,1109
39,2017,Total,Total,Total,South West,1063
40,2017,Total,Total,Total,South West,1068
41,2017,Total,Total,Total,South West,1098
42,2017,Total,Total,Total,South West,1020
43,2017,Total,Total,Total,South West,1105
44,2017,Total,Total,Total,South West,1117
45,2017,Total,Total,Total,South West,1103
46,2017,Total,Total,Total,South West,1151
47,2017,Total,Total,Total,South West,1123
48,2017,Total,Total,Total,South West,1140
49,2017,Total,Total,Total,South West,1204
50,2017,Total,Total,Total,South West,1332
51,2017,Total,Total,Total,South West,863
0,2017,Total,Total,Total,Wales,744
1,2017,Total,Total,Total,Wales,825
2,2017,Total,Total,Total,Wales,835
3,2017,Total,Total,Total,Wales,881
4,2017,Total,Total,Total,Wales,749
5,2017,Total,Total,Total,Wales,723
6,2017,Total,Total,Total,Wales,690
7,2017,Total,Total,Total,Wales,701
8,2017,Total,Total,Total,Wales,715
9,2017,Total,Total,Total,Wales,634
10,2017,Total,Total,Total,Wales,653
11,2017,Total,Total,Total,Wales,635
12,2017,Total,Total,Total,Wales,658
13,2017,Total,Total,Total,Wales,642
14,2017,Total,Total,Total,Wales,577
15,2017,Total,Total,Total,Wales,654
16,2017,Total,Total,Total,Wales,727
17,2017,Total,Total,Total,Wales,600
18,2017,Total,Total,Total,Wales,687
19,2017,Total,Total,Total,Wales,615
20,2017,Total,Total,Total,Wales,602
21,2017,Total,Total,Total,Wales,586
22,2017,Total,Total,Total,Wales,584
23,2017,Total,Total,Total,Wales,599
24,2017,Total,Total,Total,Wales,608
25,2017,Total,Total,Total,Wales,546
26,2017,Total,Total,Total,Wales,556
27,2017,Total,Total,Total,Wales,564
28,2017,Total,Total,Total,Wales,551
29,2017,Total,Total,Total,Wales,586
30,2017,Total,Total,Total,Wales,590
31,2017,Total,Total,Total,Wales,572
32,2017,Total,Total,Total,Wales,592
33,2017,Total,Total,Total,Wales,570
34,2017,Total,Total,Total,Wales,555
35,2017,Total,Total,Total,Wales,542
36,2017,Total,Total,Total,Wales,609
37,2017,Total,Total,Total,Wales,585
38,2017,Total,Total,Total,Wales,593
39,2017,Total,Total,Total,Wales,631
40,2017,Total,Total,Total,Wales,640
41,2017,Total,Total,Total,Wales,650
42,2017,Total,Total,Total,Wales,608
43,2017,Total,Total,Total,Wales,595
44,2017,Total,Total,Total,Wales,598
45,2017,Total,Total,Total,Wales,666
46,2017,Total,Total,Total,Wales,639
47,2017,Total,Total,Total,Wales,636
48,2017,Total,Total,Total,Wales,630
49,2017,Total,Total,Total,Wales,708
50,2017,Total,Total,Total,Wales,762
51,2017,Total,Total,Total,Wales,541
0,2018,Total,Total,Total,Total,12723
1,2018,Total,Total,Total,Total,15050
2,2018,Total,Total,Total,Total,14256
3,2018,Total,Total,Total,Total,13935
4,2018,Total,Total,Total,Total,13285
5,2018,Total,Total,Total,Total,12495
6,2018,Total,Total,Total,Total,12246
7,2018,Total,Total,Total,Total,12142
8,2018,Total,Total,Total,Total,10854
9,2018,Total,Total,Total,Total,12997
10,2018,Total,Total,Total,Total,12788
11,2018,Total,Total,Total,Total,11913
12,2018,Total,Total,Total,Total,9941
13,2018,Total,Total,Total,Total,10794
14,2018,Total,Total,Total,Total,12301
15,2018,Total,Total,Total,Total,11223
16,2018,Total,Total,Total,Total,10306
17,2018,Total,Total,Total,Total,10153
18,2018,Total,Total,Total,Total,8624
19,2018,Total,Total,Total,Total,10141
20,2018,Total,Total,Total,Total,9636
21,2018,Total,Total,Total,Total,8147
22,2018,Total,Total,Total,Total,9950
23,2018,Total,Total,Total,Total,9343
24,2018,Total,Total,Total,Total,9256
25,2018,Total,Total,Total,Total,9212
26,2018,Total,Total,Total,Total,9258
27,2018,Total,Total,Total,Total,9293
28,2018,Total,Total,Total,Total,9127
29,2018,Total,Total,Total,Total,9141
30,2018,Total,Total,Total,Total,9161
31,2018,Total,Total,Total,Total,9319
32,2018,Total,Total,Total,Total,8830
33,2018,Total,Total,Total,Total,8978
34,2018,Total,Total,Total,Total,7865
35,2018,Total,Total,Total,Total,9445
36,2018,Total,Total,Total,Total,9191
37,2018,Total,Total,Total,Total,9305
38,2018,Total,Total,Total,Total,9150
39,2018,Total,Total,Total,Total,9503
40,2018,Total,Total,Total,Total,9649
41,2018,Total,Total,Total,Total,9864
42,2018,Total,Total,Total,Total,9603
43,2018,Total,Total,Total,Total,9529
44,2018,Total,Total,Total,Total,10151
45,2018,Total,Total,Total,Total,10193
46,2018,Total,Total,Total,Total,9957
47,2018,Total,Total,Total,Total,10033
48,2018,Total,Total,Total,Total,10287
49,2018,Total,Total,Total,Total,10550
50,2018,Total,Total,Total,Total,11116
51,2018,Total,Total,Total,Total,7131
0,2018,Total,Total,Respiratory,Total,2361
1,2018,Total,Total,Respiratory,Total,3075
2,2018,Total,Total,Respiratory,Total,2829
3,2018,Total,Total,Respiratory,Total,2672
4,2018,Total,Total,Respiratory,Total,2479
5,2018,Total,Total,Respiratory,Total,2197
6,2018,Total,Total,Respiratory,Total,2081
7,2018,Total,Total,Respiratory,Total,2128
8,2018,Total,Total,Respiratory,Total,1900
9,2018,Total,Total,Respiratory,Total,2302
10,2018,Total,Total,Respiratory,Total,2271
11,2018,Total,Total,Respiratory,Total,1946
12,2018,Total,Total,Respiratory,Total,1657
13,2018,Total,Total,Respiratory,Total,1761
14,2018,Total,Total,Respiratory,Total,1971
15,2018,Total,Total,Respiratory,Total,1641
16,2018,Total,Total,Respiratory,Total,1426
17,2018,Total,Total,Respiratory,Total,1369
18,2018,Total,Total,Respiratory,Total,1055
19,2018,Total,Total,Respiratory,Total,1248
20,2018,Total,Total,Respiratory,Total,1179
21,2018,Total,Total,Respiratory,Total,1065
22,2018,Total,Total,Respiratory,Total,1270
23,2018,Total,Total,Respiratory,Total,1150
24,2018,Total,Total,Respiratory,Total,1103
25,2018,Total,Total,Respiratory,Total,1055
26,2018,Total,Total,Respiratory,Total,1086
27,2018,Total,Total,Respiratory,Total,1123
28,2018,Total,Total,Respiratory,Total,1107
29,2018,Total,Total,Respiratory,Total,1019
30,2018,Total,Total,Respiratory,Total,1005
31,2018,Total,Total,Respiratory,Total,1019
32,2018,Total,Total,Respiratory,Total,941
33,2018,Total,Total,Respiratory,Total,921
34,2018,Total,Total,Respiratory,Total,827
35,2018,Total,Total,Respiratory,Total,1098
36,2018,Total,Total,Respiratory,Total,999
37,2018,Total,Total,Respiratory,Total,1034
38,2018,Total,Total,Respiratory,Total,987
39,2018,Total,Total,Respiratory,Total,1050
40,2018,Total,Total,Respiratory,Total,1124
41,2018,Total,Total,Respiratory,Total,1141
42,2018,Total,Total,Respiratory,Total,1154
43,2018,Total,Total,Respiratory,Total,1090
44,2018,Total,Total,Respiratory,Total,1295
45,2018,Total,Total,Respiratory,Total,1268
46,2018,Total,Total,Respiratory,Total,1240
47,2018,Total,Total,Respiratory,Total,1224
48,2018,Total,Total,Respiratory,Total,1341
49,2018,Total,Total,Respiratory,Total,1386
50,2018,Total,Total,Respiratory,Total,1509
51,2018,Total,Total,Respiratory,Total,1053
0,2018,Under 1 year,Total,Total,Total,52
1,2018,Under 1 year,Total,Total,Total,73
2,2018,Under 1 year,Total,Total,Total,59
3,2018,Under 1 year,Total,Total,Total,50
4,2018,Under 1 year,Total,Total,Total,41
5,2018,Under 1 year,Total,Total,Total,45
6,2018,Under 1 year,Total,Total,Total,48
7,2018,Under 1 year,Total,Total,Total,26
8,2018,Under 1 year,Total,Total,Total,45
9,2018,Under 1 year,Total,Total,Total,47
10,2018,Under 1 year,Total,Total,Total,47
11,2018,Under 1 year,Total,Total,Total,46
12,2018,Under 1 year,Total,Total,Total,43
13,2018,Under 1 year,Total,Total,Total,46
14,2018,Under 1 year,Total,Total,Total,36
15,2018,Under 1 year,Total,Total,Total,54
16,2018,Under 1 year,Total,Total,Total,57
17,2018,Under 1 year,Total,Total,Total,51
18,2018,Under 1 year,Total,Total,Total,48
19,2018,Under 1 year,Total,Total,Total,52
20,2018,Under 1 year,Total,Total,Total,60
21,2018,Under 1 year,Total,Total,Total,46
22,2018,Under 1 year,Total,Total,Total,46
23,2018,Under 1 year,Total,Total,Total,60
24,2018,Under 1 year,Total,Total,Total,55
25,2018,Under 1 year,Total,Total,Total,43
26,2018,Under 1 year,Total,Total,Total,50
27,2018,Under 1 year,Total,Total,Total,48
28,2018,Under 1 year,Total,Total,Total,45
29,2018,Under 1 year,Total,Total,Total,59
30,2018,Under 1 year,Total,Total,Total,62
31,2018,Under 1 year,Total,Total,Total,59
32,2018,Under 1 year,Total,Total,Total,64
33,2018,Under 1 year,Total,Total,Total,44
34,2018,Under 1 year,Total,Total,Total,51
35,2018,Under 1 year,Total,Total,Total,45
36,2018,Under 1 year,Total,Total,Total,55
37,2018,Under 1 year,Total,Total,Total,69
38,2018,Under 1 year,Total,Total,Total,50
39,2018,Under 1 year,Total,Total,Total,40
40,2018,Under 1 year,Total,Total,Total,47
41,2018,Under 1 year,Total,Total,Total,43
42,2018,Under 1 year,Total,Total,Total,65
43,2018,Under 1 year,Total,Total,Total,46
44,2018,Under 1 year,Total,Total,Total,44
45,2018,Under 1 year,Total,Total,Total,47
46,2018,Under 1 year,Total,Total,Total,62
47,2018,Under 1 year,Total,Total,Total,58
48,2018,Under 1 year,Total,Total,Total,45
49,2018,Under 1 year,Total,Total,Total,51
50,2018,Under 1 year,Total,Total,Total,41
51,2018,Under 1 year,Total,Total,Total,22
0,2018,01-14,Total,Total,Total,18
1,2018,01-14,Total,Total,Total,17
2,2018,01-14,Total,Total,Total,22
3,2018,01-14,Total,Total,Total,25
4,2018,01-14,Total,Total,Total,14
5,2018,01-14,Total,Total,Total,23
6,2018,01-14,Total,Total,Total,17
7,2018,01-14,Total,Total,Total,13
8,2018,01-14,Total,Total,Total,11
9,2018,01-14,Total,Total,Total,27
10,2018,01-14,Total,Total,Total,17
11,2018,01-14,Total,Total,Total,15
12,2018,01-14,Total,Total,Total,20
13,2018,01-14,Total,Total,Total,22
14,2018,01-14,Total,Total,Total,25
15,2018,01-14,Total,Total,Total,21
16,2018,01-14,Total,Total,Total,12
17,2018,01-14,Total,Total,Total,21
18,2018,01-14,Total,Total,Total,21
19,2018,01-14,Total,Total,Total,24
20,2018,01-14,Total,Total,Total,13
21,2018,01-14,Total,Total,Total,18
22,2018,01-14,Total,Total,Total,19
23,2018,01-14,Total,Total,Total,17
24,2018,01-14,Total,Total,Total,21
25,2018,01-14,Total,Total,Total,22
26,2018,01-14,Total,Total,Total,23
27,2018,01-14,Total,Total,Total,21
28,2018,01-14,Total,Total,Total,15
29,2018,01-14,Total,Total,Total,13
30,2018,01-14,Total,Total,Total,18
31,2018,01-14,Total,Total,Total,18
32,2018,01-14,Total,Total,Total,11
33,2018,01-14,Total,Total,Total,22
34,2018,01-14,Total,Total,Total,11
35,2018,01-14,Total,Total,Total,20
36,2018,01-14,Total,Total,Total,18
37,2018,01-14,Total,Total,Total,18
38,2018,01-14,Total,Total,Total,10
39,2018,01-14,Total,Total,Total,17
40,2018,01-14,Total,Total,Total,20
41,2018,01-14,Total,Total,Total,18
42,2018,01-14,Total,Total,Total,24
43,2018,01-14,Total,Total,Total,24
44,2018,01-14,Total,Total,Total,12
45,2018,01-14,Total,Total,Total,29
46,2018,01-14,Total,Total,Total,22
47,2018,01-14,Total,Total,Total,20
48,2018,01-14,Total,Total,Total,15
49,2018,01-14,Total,Total,Total,13
50,2018,01-14,Total,Total,Total,23
51,2018,01-14,Total,Total,Total,11
0,2018,15-44,Total,Total,Total,208
1,2018,15-44,Total,Total,Total,302
2,2018,15-44,Total,Total,Total,286
3,2018,15-44,Total,Total,Total,298
4,2018,15-44,Total,Total,Total,339
5,2018,15-44,Total,Total,Total,293
6,2018,15-44,Total,Total,Total,318
7,2018,15-44,Total,Total,Total,294
8,2018,15-44,Total,Total,Total,254
9,2018,15-44,Total,Total,Total,287
10,2018,15-44,Total,Total,Total,329
11,2018,15-44,Total,Total,Total,278
12,2018,15-44,Total,Total,Total,261
13,2018,15-44,Total,Total,Total,260
14,2018,15-44,Total,Total,Total,337
15,2018,15-44,Total,Total,Total,301
16,2018,15-44,Total,Total,Total,340
17,2018,15-44,Total,Total,Total,308
18,2018,15-44,Total,Total,Total,247
19,2018,15-44,Total,Total,Total,300
20,2018,15-44,Total,Total,Total,294
21,2018,15-44,Total,Total,Total,250
22,2018,15-44,Total,Total,Total,298
23,2018,15-44,Total,Total,Total,286
24,2018,15-44,Total,Total,Total,308
25,2018,15-44,Total,Total,Total,306
26,2018,15-44,Total,Total,Total,286
27,2018,15-44,Total,Total,Total,304
28,2018,15-44,Total,Total,Total,304
29,2018,15-44,Total,Total,Total,291
30,2018,15-44,Total,Total,Total,286
31,2018,15-44,Total,Total,Total,328
32,2018,15-44,Total,Total,Total,253
33,2018,15-44,Total,Total,Total,250
34,2018,15-44,Total,Total,Total,233
35,2018,15-44,Total,Total,Total,323
36,2018,15-44,Total,Total,Total,275
37,2018,15-44,Total,Total,Total,292
38,2018,15-44,Total,Total,Total,270
39,2018,15-44,Total,Total,Total,287
40,2018,15-44,Total,Total,Total,328
41,2018,15-44,Total,Total,Total,301
42,2018,15-44,Total,Total,Total,309
43,2018,15-44,Total,Total,Total,289
44,2018,15-44,Total,Total,Total,308
45,2018,15-44,Total,Total,Total,292
46,2018,15-44,Total,Total,Total,312
47,2018,15-44,Total,Total,Total,317
48,2018,15-44,Total,Total,Total,326
49,2018,15-44,Total,Total,Total,295
50,2018,15-44,Total,Total,Total,333
51,2018,15-44,Total,Total,Total,166
0,2018,45-64,Total,Total,Total,1290
1,2018,45-64,Total,Total,Total,1561
2,2018,45-64,Total,Total,Total,1507
3,2018,45-64,Total,Total,Total,1459
4,2018,45-64,Total,Total,Total,1404
5,2018,45-64,Total,Total,Total,1347
6,2018,45-64,Total,Total,Total,1377
7,2018,45-64,Total,Total,Total,1378
8,2018,45-64,Total,Total,Total,1229
9,2018,45-64,Total,Total,Total,1362
10,2018,45-64,Total,Total,Total,1316
11,2018,45-64,Total,Total,Total,1349
12,2018,45-64,Total,Total,Total,1065
13,2018,45-64,Total,Total,Total,1229
14,2018,45-64,Total,Total,Total,1382
15,2018,45-64,Total,Total,Total,1386
16,2018,45-64,Total,Total,Total,1213
17,2018,45-64,Total,Total,Total,1363
18,2018,45-64,Total,Total,Total,1115
19,2018,45-64,Total,Total,Total,1330
20,2018,45-64,Total,Total,Total,1258
21,2018,45-64,Total,Total,Total,998
22,2018,45-64,Total,Total,Total,1195
23,2018,45-64,Total,Total,Total,1199
24,2018,45-64,Total,Total,Total,1161
25,2018,45-64,Total,Total,Total,1184
26,2018,45-64,Total,Total,Total,1150
27,2018,45-64,Total,Total,Total,1140
28,2018,45-64,Total,Total,Total,1166
29,2018,45-64,Total,Total,Total,1193
30,2018,45-64,Total,Total,Total,1155
31,2018,45-64,Total,Total,Total,1175
32,2018,45-64,Total,Total,Total,1130
33,2018,45-64,Total,Total,Total,1083
34,2018,45-64,Total,Total,Total,1017
35,2018,45-64,Total,Total,Total,1196
36,2018,45-64,Total,Total,Total,1180
37,2018,45-64,Total,Total,Total,1171
38,2018,45-64,Total,Total,Total,1083
39,2018,45-64,Total,Total,Total,1200
40,2018,45-64,Total,Total,Total,1212
41,2018,45-64,Total,Total,Total,1209
42,2018,45-64,Total,Total,Total,1200
43,2018,45-64,Total,Total,Total,1151
44,2018,45-64,Total,Total,Total,1157
45,2018,45-64,Total,Total,Total,1238
46,2018,45-64,Total,Total,Total,1223
47,2018,45-64,Total,Total,Total,1246
48,2018,45-64,Total,Total,Total,1218
49,2018,45-64,Total,Total,Total,1265
50,2018,45-64,Total,Total,Total,1306
51,2018,45-64,Total,Total,Total,792
0,2018,65-74,Total,Total,Total,1976
1,2018,65-74,Total,Total,Total,2321
2,2018,65-74,Total,Total,Total,2191
3,2018,65-74,Total,Total,Total,2157
4,2018,65-74,Total,Total,Total,1988
5,2018,65-74,Total,Total,Total,2032
6,2018,65-74,Total,Total,Total,1953
7,2018,65-74,Total,Total,Total,1896
8,2018,65-74,Total,Total,Total,1728
9,2018,65-74,Total,Total,Total,2019
10,2018,65-74,Total,Total,Total,1989
11,2018,65-74,Total,Total,Total,1917
12,2018,65-74,Total,Total,Total,1586
13,2018,65-74,Total,Total,Total,1764
14,2018,65-74,Total,Total,Total,2053
15,2018,65-74,Total,Total,Total,1880
16,2018,65-74,Total,Total,Total,1707
17,2018,65-74,Total,Total,Total,1725
18,2018,65-74,Total,Total,Total,1437
19,2018,65-74,Total,Total,Total,1760
20,2018,65-74,Total,Total,Total,1659
21,2018,65-74,Total,Total,Total,1431
