,Week,Year,Age,Condition,Region,Deaths
35,2017-09-08,2017,01-14,Total,Total,11
36,2017-09-15,2017,01-14,Total,Total,12
37,2017-09-22,2017,01-14,Total,Total,13
38,2017-09-29,2017,01-14,Total,Total,16
39,2017-10-06,2017,01-14,Total,Total,10
40,2017-10-13,2017,01-14,Total,Total,5
41,2017-10-20,2017,01-14,Total,Total,7
42,2017-10-27,2017,01-14,Total,Total,14
43,2017-11-03,2017,01-14,Total,Total,14
44,2017-11-10,2017,01-14,Total,Total,14
45,2017-11-17,2017,01-14,Total,Total,8
46,2017-11-24,2017,01-14,Total,Total,11
47,2017-12-01,2017,01-14,Total,Total,10
48,2017-12-08,2017,01-14,Total,Total,13
49,2017-12-15,2017,01-14,Total,Total,10
50,2017-12-22,2017,01-14,Total,Total,10
51,2017-12-29,2017,01-14,Total,Total,12
0,2017-01-06,2017,15-44,Total,Total,143
1,2017-01-13,2017,15-44,Total,Total,199
2,2017-01-20,2017,15-44,Total,Total,183
3,2017-01-27,2017,15-44,Total,Total,189
4,2017-02-03,2017,15-44,Total,Total,209
5,2017-02-10,2017,15-44,Total,Total,196
6,2017-02-17,2017,15-44,Total,Total,176
7,2017-02-24,2017,15-44,Total,Total,173
8,2017-03-03,2017,15-44,Total,Total,153
9,2017-03-10,2017,15-44,Total,Total,211
10,2017-03-17,2017,15-44,Total,Total,171
11,2017-03-24,2017,15-44,Total,Total,174
12,2017-03-31,2017,15-44,Total,Total,196
13,2017-04-07,2017,15-44,Total,Total,186
14,2017-04-14,2017,15-44,Total,Total,145
15,2017-04-21,2017,15-44,Total,Total,172
16,2017-04-28,2017,15-44,Total,Total,167
17,2017-05-05,2017,15-44,Total,Total,167
18,2017-05-12,2017,15-44,Total,Total,192
19,2017-05-19,2017,15-44,Total,Total,192
20,2017-05-26,2017,15-44,Total,Total,192
21,2017-06-02,2017,15-44,Total,Total,141
22,2017-06-09,2017,15-44,Total,Total,203
23,2017-06-16,2017,15-44,Total,Total,172
24,2017-06-23,2017,15-44,Total,Total,194
25,2017-06-30,2017,15-44,Total,Total,166
26,2017-07-07,2017,15-44,Total,Total,182
27,2017-07-14,2017,15-44,Total,Total,158
28,2017-07-21,2017,15-44,Total,Total,224
29,2017-07-28,2017,15-44,Total,Total,170
30,2017-08-04,2017,15-44,Total,Total,170
31,2017-08-11,2017,15-44,Total,Total,179
32,2017-08-18,2017,15-44,Total,Total,196
33,2017-08-25,2017,15-44,Total,Total,182
34,2017-09-01,2017,15-44,Total,Total,126
35,2017-09-08,2017,15-44,Total,Total,197
36,2017-09-15,2017,15-44,Total,Total,189
37,2017-09-22,2017,15-44,Total,Total,196
38,2017-09-29,2017,15-44,Total,Total,161
39,2017-10-06,2017,15-44,Total,Total,192
40,2017-10-13,2017,15-44,Total,Total,149
41,2017-10-20,2017,15-44,Total,Total,191
42,2017-10-27,2017,15-44,Total,Total,168
43,2017-11-03,2017,15-44,Total,Total,181
44,2017-11-10,2017,15-44,Total,Total,212
45,2017-11-17,2017,15-44,Total,Total,208
46,2017-11-24,2017,15-44,Total,Total,220
47,2017-12-01,2017,15-44,Total,Total,200
48,2017-12-08,2017,15-44,Total,Total,168
49,2017-12-15,2017,15-44,Total,Total,173
50,2017-12-22,2017,15-44,Total,Total,188
51,2017-12-29,2017,15-44,Total,Total,97
0,2017-01-06,2017,45-64,Total,Total,718
1,2017-01-13,2017,45-64,Total,Total,819
2,2017-01-20,2017,45-64,Total,Total,837
3,2017-01-27,2017,45-64,Total,Total,763
4,2017-02-03,2017,45-64,Total,Total,751
5,2017-02-10,2017,45-64,Total,Total,825
6,2017-02-17,2017,45-64,Total,Total,794
7,2017-02-24,2017,45-64,Total,Total,754
8,2017-03-03,2017,45-64,Total,Total,733
9,2017-03-10,2017,45-64,Total,Total,748
10,2017-03-17,2017,45-64,Total,Total,744
11,2017-03-24,2017,45-64,Total,Total,762
12,2017-03-31,2017,45-64,Total,Total,705
13,2017-04-07,2017,45-64,Total,Total,701
14,2017-04-14,2017,45-64,Total,Total,634
15,2017-04-21,2017,45-64,Total,Total,658
16,2017-04-28,2017,45-64,Total,Total,784
17,2017-05-05,2017,45-64,Total,Total,648
18,2017-05-12,2017,45-64,Total,Total,752
19,2017-05-19,2017,45-64,Total,Total,787
20,2017-05-26,2017,45-64,Total,Total,737
21,2017-06-02,2017,45-64,Total,Total,604
22,2017-06-09,2017,45-64,Total,Total,746
23,2017-06-16,2017,45-64,Total,Total,726
24,2017-06-23,2017,45-64,Total,Total,698
25,2017-06-30,2017,45-64,Total,Total,672
26,2017-07-07,2017,45-64,Total,Total,731
27,2017-07-14,2017,45-64,Total,Total,690
28,2017-07-21,2017,45-64,Total,Total,727
29,2017-07-28,2017,45-64,Total,Total,704
30,2017-08-04,2017,45-64,Total,Total,700
31,2017-08-11,2017,45-64,Total,Total,685
32,2017-08-18,2017,45-64,Total,Total,678
33,2017-08-25,2017,45-64,Total,Total,665
34,2017-09-01,2017,45-64,Total,Total,611
35,2017-09-08,2017,45-64,Total,Total,690
36,2017-09-15,2017,45-64,Total,Total,707
37,2017-09-22,2017,45-64,Total,Total,694
38,2017-09-29,2017,45-64,Total,Total,669
39,2017-10-06,2017,45-64,Total,Total,672
40,2017-10-13,2017,45-64,Total,Total,706
41,2017-10-20,2017,45-64,Total,Total,717
42,2017-10-27,2017,45-64,Total,Total,712
43,2017-11-03,2017,45-64,Total,Total,737
44,2017-11-10,2017,45-64,Total,Total,736
45,2017-11-17,2017,45-64,Total,Total,723
46,2017-11-24,2017,45-64,Total,Total,763
47,2017-12-01,2017,45-64,Total,Total,735
48,2017-12-08,2017,45-64,Total,Total,760
49,2017-12-15,2017,45-64,Total,Total,753
50,2017-12-22,2017,45-64,Total,Total,849
51,2017-12-29,2017,45-64,Total,Total,529
0,2017-01-06,2017,65-74,Total,Total,1070
1,2017-01-13,2017,65-74,Total,Total,1237
2,2017-01-20,2017,65-74,Total,Total,1202
3,2017-01-27,2017,65-74,Total,Total,1164
4,2017-02-03,2017,65-74,Total,Total,1149
5,2017-02-10,2017,65-74,Total,Total,1136
6,2017-02-17,2017,65-74,Total,Total,1071
7,2017-02-24,2017,65-74,Total,Total,1031
8,2017-03-03,2017,65-74,Total,Total,1039
9,2017-03-10,2017,65-74,Total,Total,1045
10,2017-03-17,2017,65-74,Total,Total,996
11,2017-03-24,2017,65-74,Total,Total,1000
12,2017-03-31,2017,65-74,Total,Total,969
13,2017-04-07,2017,65-74,Total,Total,1005
14,2017-04-14,2017,65-74,Total,Total,849
15,2017-04-21,2017,65-74,Total,Total,943
16,2017-04-28,2017,65-74,Total,Total,1104
17,2017-05-05,2017,65-74,Total,Total,892
18,2017-05-12,2017,65-74,Total,Total,1088
19,2017-05-19,2017,65-74,Total,Total,1061
20,2017-05-26,2017,65-74,Total,Total,1022
21,2017-06-02,2017,65-74,Total,Total,864
22,2017-06-09,2017,65-74,Total,Total,950
23,2017-06-16,2017,65-74,Total,Total,949
24,2017-06-23,2017,65-74,Total,Total,905
25,2017-06-30,2017,65-74,Total,Total,982
26,2017-07-07,2017,65-74,Total,Total,984
27,2017-07-14,2017,65-74,Total,Total,982
28,2017-07-21,2017,65-74,Total,Total,938
29,2017-07-28,2017,65-74,Total,Total,931
30,2017-08-04,2017,65-74,Total,Total,887
31,2017-08-11,2017,65-74,Total,Total,946
32,2017-08-18,2017,65-74,Total,Total,927
33,2017-08-25,2017,65-74,Total,Total,894
34,2017-09-01,2017,65-74,Total,Total,845
35,2017-09-08,2017,65-74,Total,Total,968
36,2017-09-15,2017,65-74,Total,Total,949
37,2017-09-22,2017,65-74,Total,Total,944
38,2017-09-29,2017,65-74,Total,Total,952
39,2017-10-06,2017,65-74,Total,Total,964
40,2017-10-13,2017,65-74,Total,Total,965
41,2017-10-20,2017,65-74,Total,Total,1022
42,2017-10-27,2017,65-74,Total,Total,975
43,2017-11-03,2017,65-74,Total,Total,977
44,2017-11-10,2017,65-74,Total,Total,1057
45,2017-11-17,2017,65-74,Total,Total,963
46,2017-11-24,2017,65-74,Total,Total,1016
47,2017-12-01,2017,65-74,Total,Total,991
48,2017-12-08,2017,65-74,Total,Total,1029
49,2017-12-15,2017,65-74,Total,Total,1048
50,2017-12-22,2017,65-74,Total,Total,1114
51,2017-12-29,2017,65-74,Total,Total,665
0,2017-01-06,2017,75-84,Total,Total,1803
1,2017-01-13,2017,75-84,Total,Total,2015
2,2017-01-20,2017,75-84,Total,Total,1902
3,2017-01-27,2017,75-84,Total,Total,1893
4,2017-02-03,2017,75-84,Total,Total,1854
5,2017-02-10,2017,75-84,Total,Total,1754
6,2017-02-17,2017,75-84,Total,Total,1719
7,2017-02-24,2017,75-84,Total,Total,1680
8,2017-03-03,2017,75-84,Total,Total,1646
9,2017-03-10,2017,75-84,Total,Total,1636
10,2017-03-17,2017,75-84,Total,Total,1573
11,2017-03-24,2017,75-84,Total,Total,1612
12,2017-03-31,2017,75-84,Total,Total,1519
13,2017-04-07,2017,75-84,Total,Total,1491
14,2017-04-14,2017,75-84,Total,Total,1255
15,2017-04-21,2017,75-84,Total,Total,1529
16,2017-04-28,2017,75-84,Total,Total,1687
17,2017-05-05,2017,75-84,Total,Total,1345
18,2017-05-12,2017,75-84,Total,Total,1631
19,2017-05-19,2017,75-84,Total,Total,1506
20,2017-05-26,2017,75-84,Total,Total,1448
21,2017-06-02,2017,75-84,Total,Total,1260
22,2017-06-09,2017,75-84,Total,Total,1486
23,2017-06-16,2017,75-84,Total,Total,1372
24,2017-06-23,2017,75-84,Total,Total,1490
25,2017-06-30,2017,75-84,Total,Total,1405
26,2017-07-07,2017,75-84,Total,Total,1397
27,2017-07-14,2017,75-84,Total,Total,1446
28,2017-07-21,2017,75-84,Total,Total,1331
29,2017-07-28,2017,75-84,Total,Total,1289
30,2017-08-04,2017,75-84,Total,Total,1356
31,2017-08-11,2017,75-84,Total,Total,1393
32,2017-08-18,2017,75-84,Total,Total,1381
33,2017-08-25,2017,75-84,Total,Total,1439
34,2017-09-01,2017,75-84,Total,Total,1222
35,2017-09-08,2017,75-84,Total,Total,1432
36,2017-09-15,2017,75-84,Total,Total,1432
37,2017-09-22,2017,75-84,Total,Total,1426
38,2017-09-29,2017,75-84,Total,Total,1438
39,2017-10-06,2017,75-84,Total,Total,1403
40,2017-10-13,2017,75-84,Total,Total,1534
41,2017-10-20,2017,75-84,Total,Total,1504
42,2017-10-27,2017,75-84,Total,Total,1452
43,2017-11-03,2017,75-84,Total,Total,1563
44,2017-11-10,2017,75-84,Total,Total,1583
45,2017-11-17,2017,75-84,Total,Total,1557
46,2017-11-24,2017,75-84,Total,Total,1596
47,2017-12-01,2017,75-84,Total,Total,1585
48,2017-12-08,2017,75-84,Total,Total,1619
49,2017-12-15,2017,75-84,Total,Total,1690
50,2017-12-22,2017,75-84,Total,Total,1796
51,2017-12-29,2017,75-84,Total,Total,1289
0,2017-01-06,2017,85+,Total,Total,1907
1,2017-01-13,2017,85+,Total,Total,2230
2,2017-01-20,2017,85+,Total,Total,2282
3,2017-01-27,2017,85+,Total,Total,2074
4,2017-02-03,2017,85+,Total,Total,2059
5,2017-02-10,2017,85+,Total,Total,1887
6,2017-02-17,2017,85+,Total,Total,1884
7,2017-02-24,2017,85+,Total,Total,1923
8,2017-03-03,2017,85+,Total,Total,1768
9,2017-03-10,2017,85+,Total,Total,1760
10,2017-03-17,2017,85+,Total,Total,1672
11,2017-03-24,2017,85+,Total,Total,1512
12,2017-03-31,2017,85+,Total,Total,1455
13,2017-04-07,2017,85+,Total,Total,1565
14,2017-04-14,2017,85+,Total,Total,1250
15,2017-04-21,2017,85+,Total,Total,1423
16,2017-04-28,2017,85+,Total,Total,1655
17,2017-05-05,2017,85+,Total,Total,1441
18,2017-05-12,2017,85+,Total,Total,1657
19,2017-05-19,2017,85+,Total,Total,1503
20,2017-05-26,2017,85+,Total,Total,1553
21,2017-06-02,2017,85+,Total,Total,1204
22,2017-06-09,2017,85+,Total,Total,1477
23,2017-06-16,2017,85+,Total,Total,1400
24,2017-06-23,2017,85+,Total,Total,1465
25,2017-06-30,2017,85+,Total,Total,1314
26,2017-07-07,2017,85+,Total,Total,1391
27,2017-07-14,2017,85+,Total,Total,1398
28,2017-07-21,2017,85+,Total,Total,1358
29,2017-07-28,2017,85+,Total,Total,1304
30,2017-08-04,2017,85+,Total,Total,1304
31,2017-08-11,2017,85+,Total,Total,1326
32,2017-08-18,2017,85+,Total,Total,1414
33,2017-08-25,2017,85+,Total,Total,1452
34,2017-09-01,2017,85+,Total,Total,1221
35,2017-09-08,2017,85+,Total,Total,1451
36,2017-09-15,2017,85+,Total,Total,1452
37,2017-09-22,2017,85+,Total,Total,1488
38,2017-09-29,2017,85+,Total,Total,1532
39,2017-10-06,2017,85+,Total,Total,1568
40,2017-10-13,2017,85+,Total,Total,1519
41,2017-10-20,2017,85+,Total,Total,1545
42,2017-10-27,2017,85+,Total,Total,1494
43,2017-11-03,2017,85+,Total,Total,1454
44,2017-11-10,2017,85+,Total,Total,1608
45,2017-11-17,2017,85+,Total,Total,1616
46,2017-11-24,2017,85+,Total,Total,1624
47,2017-12-01,2017,85+,Total,Total,1633
48,2017-12-08,2017,85+,Total,Total,1736
49,2017-12-15,2017,85+,Total,Total,1791
50,2017-12-22,2017,85+,Total,Total,2004
51,2017-12-29,2017,85+,Total,Total,1410
0,2017-01-06,2017,Under 1 year,Total,Total,26
1,2017-01-13,2017,Under 1 year,Total,Total,23
2,2017-01-20,2017,Under 1 year,Total,Total,26
3,2017-01-27,2017,Under 1 year,Total,Total,24
4,2017-02-03,2017,Under 1 year,Total,Total,28
5,2017-02-10,2017,Under 1 year,Total,Total,28
6,2017-02-17,2017,Under 1 year,Total,Total,16
7,2017-02-24,2017,Under 1 year,Total,Total,21
8,2017-03-03,2017,Under 1 year,Total,Total,21
9,2017-03-10,2017,Under 1 year,Total,Total,25
10,2017-03-17,2017,Under 1 year,Total,Total,21
11,2017-03-24,2017,Under 1 year,Total,Total,28
12,2017-03-31,2017,Under 1 year,Total,Total,33
13,2017-04-07,2017,Under 1 year,Total,Total,24
14,2017-04-14,2017,Under 1 year,Total,Total,18
15,2017-04-21,2017,Under 1 year,Total,Total,29
16,2017-04-28,2017,Under 1 year,Total,Total,29
17,2017-05-05,2017,Under 1 year,Total,Total,19
18,2017-05-12,2017,Under 1 year,Total,Total,19
19,2017-05-19,2017,Under 1 year,Total,Total,18
20,2017-05-26,2017,Under 1 year,Total,Total,31
21,2017-06-02,2017,Under 1 year,Total,Total,20
22,2017-06-09,2017,Under 1 year,Total,Total,20
23,2017-06-16,2017,Under 1 year,Total,Total,30
24,2017-06-23,2017,Under 1 year,Total,Total,29
25,2017-06-30,2017,Under 1 year,Total,Total,18
26,2017-07-07,2017,Under 1 year,Total,Total,27
27,2017-07-14,2017,Under 1 year,Total,Total,26
28,2017-07-21,2017,Under 1 year,Total,Total,33
29,2017-07-28,2017,Under 1 year,Total,Total,17
30,2017-08-04,2017,Under 1 year,Total,Total,20
31,2017-08-11,2017,Under 1 year,Total,Total,29
32,2017-08-18,2017,Under 1 year,Total,Total,23
33,2017-08-25,2017,Under 1 year,Total,Total,22
34,2017-09-01,2017,Under 1 year,Total,Total,19
35,2017-09-08,2017,Under 1 year,Total,Total,19
36,2017-09-15,2017,Under 1 year,Total,Total,25
37,2017-09-22,2017,Under 1 year,Total,Total,20
38,2017-09-29,2017,Under 1 year,Total,Total,24
39,2017-10-06,2017,Under 1 year,Total,Total,28
40,2017-10-13,2017,Under 1 year,Total,Total,21
41,2017-10-20,2017,Under 1 year,Total,Total,32
42,2017-10-27,2017,Under 1 year,Total,Total,20
43,2017-11-03,2017,Under 1 year,Total,Total,10
44,2017-11-10,2017,Under 1 year,Total,Total,21
45,2017-11-17,2017,Under 1 year,Total,Total,22
46,2017-11-24,2017,Under 1 year,Total,Total,26
47,2017-12-01,2017,Under 1 year,Total,Total,23
48,2017-12-08,2017,Under 1 year,Total,Total,20
49,2017-12-15,2017,Under 1 year,Total,Total,16
50,2017-12-22,2017,Under 1 year,Total,Total,27
51,2017-12-29,2017,Under 1 year,Total,Total,8
0,2017-01-06,2017,01-14,Total,Total,9
1,2017-01-13,2017,01-14,Total,Total,8
2,2017-01-20,2017,01-14,Total,Total,9
3,2017-01-27,2017,01-14,Total,Total,9
4,2017-02-03,2017,01-14,Total,Total,6
5,2017-02-10,2017,01-14,Total,Total,8
6,2017-02-17,2017,01-14,Total,Total,8
7,2017-02-24,2017,01-14,Total,Total,12
8,2017-03-03,2017,01-14,Total,Total,8
9,2017-03-10,2017,01-14,Total,Total,12
10,2017-03-17,2017,01-14,Total,Total,3
11,2017-03-24,2017,01-14,Total,Total,6
12,2017-03-31,2017,01-14,Total,Total,8
13,2017-04-07,2017,01-14,Total,Total,13
14,2017-04-14,2017,01-14,Total,Total,12
15,2017-04-21,2017,01-14,Total,Total,6
16,2017-04-28,2017,01-14,Total,Total,10
17,2017-05-05,2017,01-14,Total,Total,7
18,2017-05-12,2017,01-14,Total,Total,12
19,2017-05-19,2017,01-14,Total,Total,8
20,2017-05-26,2017,01-14,Total,Total,11
21,2017-06-02,2017,01-14,Total,Total,3
22,2017-06-09,2017,01-14,Total,Total,7
23,2017-06-16,2017,01-14,Total,Total,8
24,2017-06-23,2017,01-14,Total,Total,5
25,2017-06-30,2017,01-14,Total,Total,6
26,2017-07-07,2017,01-14,Total,Total,8
27,2017-07-14,2017,01-14,Total,Total,12
28,2017-07-21,2017,01-14,Total,Total,7
29,2017-07-28,2017,01-14,Total,Total,5
30,2017-08-04,2017,01-14,Total,Total,6
31,2017-08-11,2017,01-14,Total,Total,9
32,2017-08-18,2017,01-14,Total,Total,9
33,2017-08-25,2017,01-14,Total,Total,2
34,2017-09-01,2017,01-14,Total,Total,12
35,2017-09-08,2017,01-14,Total,Total,6
36,2017-09-15,2017,01-14,Total,Total,6
37,2017-09-22,2017,01-14,Total,Total,8
38,2017-09-29,2017,01-14,Total,Total,11
39,2017-10-06,2017,01-14,Total,Total,10
40,2017-10-13,2017,01-14,Total,Total,6
41,2017-10-20,2017,01-14,Total,Total,6
42,2017-10-27,2017,01-14,Total,Total,11
43,2017-11-03,2017,01-14,Total,Total,4
44,2017-11-10,2017,01-14,Total,Total,6
45,2017-11-17,2017,01-14,Total,Total,1
46,2017-11-24,2017,01-14,Total,Total,9
47,2017-12-01,2017,01-14,Total,Total,11
48,2017-12-08,2017,01-14,Total,Total,7
49,2017-12-15,2017,01-14,Total,Total,9
50,2017-12-22,2017,01-14,Total,Total,10
51,2017-12-29,2017,01-14,Total,Total,6
0,2017-01-06,2017,15-44,Total,Total,72
1,2017-01-13,2017,15-44,Total,Total,88
2,2017-01-20,2017,15-44,Total,Total,118
3,2017-01-27,2017,15-44,Total,Total,97
4,2017-02-03,2017,15-44,Total,Total,99
5,2017-02-10,2017,15-44,Total,Total,97
6,2017-02-17,2017,15-44,Total,Total,119
7,2017-02-24,2017,15-44,Total,Total,113
8,2017-03-03,2017,15-44,Total,Total,101
9,2017-03-10,2017,15-44,Total,Total,105
10,2017-03-17,2017,15-44,Total,Total,103
11,2017-03-24,2017,15-44,Total,Total,94
12,2017-03-31,2017,15-44,Total,Total,111
13,2017-04-07,2017,15-44,Total,Total,91
14,2017-04-14,2017,15-44,Total,Total,90
15,2017-04-21,2017,15-44,Total,Total,108
16,2017-04-28,2017,15-44,Total,Total,106
17,2017-05-05,2017,15-44,Total,Total,101
18,2017-05-12,2017,15-44,Total,Total,131
19,2017-05-19,2017,15-44,Total,Total,99
20,2017-05-26,2017,15-44,Total,Total,115
21,2017-06-02,2017,15-44,Total,Total,82
22,2017-06-09,2017,15-44,Total,Total,105
23,2017-06-16,2017,15-44,Total,Total,87
24,2017-06-23,2017,15-44,Total,Total,106
25,2017-06-30,2017,15-44,Total,Total,109
26,2017-07-07,2017,15-44,Total,Total,111
27,2017-07-14,2017,15-44,Total,Total,112
28,2017-07-21,2017,15-44,Total,Total,107
29,2017-07-28,2017,15-44,Total,Total,110
30,2017-08-04,2017,15-44,Total,Total,99
31,2017-08-11,2017,15-44,Total,Total,78
32,2017-08-18,2017,15-44,Total,Total,97
33,2017-08-25,2017,15-44,Total,Total,104
34,2017-09-01,2017,15-44,Total,Total,85
35,2017-09-08,2017,15-44,Total,Total,76
36,2017-09-15,2017,15-44,Total,Total,88
37,2017-09-22,2017,15-44,Total,Total,98
38,2017-09-29,2017,15-44,Total,Total,82
39,2017-10-06,2017,15-44,Total,Total,92
40,2017-10-13,2017,15-44,Total,Total,96
41,2017-10-20,2017,15-44,Total,Total,102
42,2017-10-27,2017,15-44,Total,Total,101
43,2017-11-03,2017,15-44,Total,Total,107
44,2017-11-10,2017,15-44,Total,Total,110
45,2017-11-17,2017,15-44,Total,Total,100
46,2017-11-24,2017,15-44,Total,Total,90
47,2017-12-01,2017,15-44,Total,Total,95
48,2017-12-08,2017,15-44,Total,Total,100
49,2017-12-15,2017,15-44,Total,Total,94
50,2017-12-22,2017,15-44,Total,Total,119
51,2017-12-29,2017,15-44,Total,Total,75
0,2017-01-06,2017,45-64,Total,Total,514
1,2017-01-13,2017,45-64,Total,Total,553
2,2017-01-20,2017,45-64,Total,Total,537
3,2017-01-27,2017,45-64,Total,Total,510
4,2017-02-03,2017,45-64,Total,Total,488
5,2017-02-10,2017,45-64,Total,Total,517
6,2017-02-17,2017,45-64,Total,Total,522
7,2017-02-24,2017,45-64,Total,Total,544
8,2017-03-03,2017,45-64,Total,Total,519
9,2017-03-10,2017,45-64,Total,Total,492
10,2017-03-17,2017,45-64,Total,Total,516
11,2017-03-24,2017,45-64,Total,Total,494
12,2017-03-31,2017,45-64,Total,Total,497
13,2017-04-07,2017,45-64,Total,Total,480
14,2017-04-14,2017,45-64,Total,Total,369
15,2017-04-21,2017,45-64,Total,Total,472
16,2017-04-28,2017,45-64,Total,Total,531
17,2017-05-05,2017,45-64,Total,Total,387
18,2017-05-12,2017,45-64,Total,Total,523
19,2017-05-19,2017,45-64,Total,Total,533
20,2017-05-26,2017,45-64,Total,Total,450
21,2017-06-02,2017,45-64,Total,Total,391
22,2017-06-09,2017,45-64,Total,Total,481
23,2017-06-16,2017,45-64,Total,Total,462
24,2017-06-23,2017,45-64,Total,Total,477
25,2017-06-30,2017,45-64,Total,Total,449
26,2017-07-07,2017,45-64,Total,Total,471
27,2017-07-14,2017,45-64,Total,Total,454
28,2017-07-21,2017,45-64,Total,Total,483
29,2017-07-28,2017,45-64,Total,Total,480
30,2017-08-04,2017,45-64,Total,Total,431
31,2017-08-11,2017,45-64,Total,Total,456
32,2017-08-18,2017,45-64,Total,Total,468
33,2017-08-25,2017,45-64,Total,Total,430
34,2017-09-01,2017,45-64,Total,Total,386
35,2017-09-08,2017,45-64,Total,Total,500
36,2017-09-15,2017,45-64,Total,Total,500
37,2017-09-22,2017,45-64,Total,Total,463
38,2017-09-29,2017,45-64,Total,Total,491
39,2017-10-06,2017,45-64,Total,Total,499
40,2017-10-13,2017,45-64,Total,Total,479
41,2017-10-20,2017,45-64,Total,Total,448
42,2017-10-27,2017,45-64,Total,Total,454
43,2017-11-03,2017,45-64,Total,Total,506
44,2017-11-10,2017,45-64,Total,Total,515
45,2017-11-17,2017,45-64,Total,Total,519
46,2017-11-24,2017,45-64,Total,Total,545
47,2017-12-01,2017,45-64,Total,Total,481
48,2017-12-08,2017,45-64,Total,Total,464
49,2017-12-15,2017,45-64,Total,Total,529
50,2017-12-22,2017,45-64,Total,Total,548
51,2017-12-29,2017,45-64,Total,Total,366
0,2017-01-06,2017,65-74,Total,Total,810
1,2017-01-13,2017,65-74,Total,Total,912
2,2017-01-20,2017,65-74,Total,Total,930
3,2017-01-27,2017,65-74,Total,Total,782
4,2017-02-03,2017,65-74,Total,Total,781
5,2017-02-10,2017,65-74,Total,Total,804
6,2017-02-17,2017,65-74,Total,Total,740
7,2017-02-24,2017,65-74,Total,Total,785
8,2017-03-03,2017,65-74,Total,Total,784
9,2017-03-10,2017,65-74,Total,Total,711
10,2017-03-17,2017,65-74,Total,Total,726
11,2017-03-24,2017,65-74,Total,Total,739
12,2017-03-31,2017,65-74,Total,Total,687
13,2017-04-07,2017,65-74,Total,Total,700
14,2017-04-14,2017,65-74,Total,Total,619
15,2017-04-21,2017,65-74,Total,Total,642
16,2017-04-28,2017,65-74,Total,Total,718
17,2017-05-05,2017,65-74,Total,Total,637
18,2017-05-12,2017,65-74,Total,Total,725
19,2017-05-19,2017,65-74,Total,Total,733
20,2017-05-26,2017,65-74,Total,Total,700
21,2017-06-02,2017,65-74,Total,Total,611
22,2017-06-09,2017,65-74,Total,Total,682
23,2017-06-16,2017,65-74,Total,Total,714
24,2017-06-23,2017,65-74,Total,Total,665
25,2017-06-30,2017,65-74,Total,Total,674
26,2017-07-07,2017,65-74,Total,Total,638
27,2017-07-14,2017,65-74,Total,Total,678
28,2017-07-21,2017,65-74,Total,Total,603
29,2017-07-28,2017,65-74,Total,Total,608
30,2017-08-04,2017,65-74,Total,Total,623
31,2017-08-11,2017,65-74,Total,Total,634
32,2017-08-18,2017,65-74,Total,Total,641
33,2017-08-25,2017,65-74,Total,Total,655
34,2017-09-01,2017,65-74,Total,Total,603
35,2017-09-08,2017,65-74,Total,Total,645
36,2017-09-15,2017,65-74,Total,Total,692
37,2017-09-22,2017,65-74,Total,Total,670
38,2017-09-29,2017,65-74,Total,Total,734
39,2017-10-06,2017,65-74,Total,Total,713
40,2017-10-13,2017,65-74,Total,Total,713
41,2017-10-20,2017,65-74,Total,Total,709
42,2017-10-27,2017,65-74,Total,Total,683
43,2017-11-03,2017,65-74,Total,Total,682
44,2017-11-10,2017,65-74,Total,Total,677
45,2017-11-17,2017,65-74,Total,Total,719
46,2017-11-24,2017,65-74,Total,Total,712
47,2017-12-01,2017,65-74,Total,Total,746
48,2017-12-08,2017,65-74,Total,Total,732
49,2017-12-15,2017,65-74,Total,Total,728
50,2017-12-22,2017,65-74,Total,Total,881
51,2017-12-29,2017,65-74,Total,Total,610
0,2017-01-06,2017,75-84,Total,Total,1647
1,2017-01-13,2017,75-84,Total,Total,1871
2,2017-01-20,2017,75-84,Total,Total,1799
3,2017-01-27,2017,75-84,Total,Total,1759
4,2017-02-03,2017,75-84,Total,Total,1655
5,2017-02-10,2017,75-84,Total,Total,1729
6,2017-02-17,2017,75-84,Total,Total,1523
7,2017-02-24,2017,75-84,Total,Total,1534
8,2017-03-03,2017,75-84,Total,Total,1496
9,2017-03-10,2017,75-84,Total,Total,1450
10,2017-03-17,2017,75-84,Total,Total,1442
11,2017-03-24,2017,75-84,Total,Total,1328
12,2017-03-31,2017,75-84,Total,Total,1319
13,2017-04-07,2017,75-84,Total,Total,1257
14,2017-04-14,2017,75-84,Total,Total,1142
15,2017-04-21,2017,75-84,Total,Total,1305
16,2017-04-28,2017,75-84,Total,Total,1445
17,2017-05-05,2017,75-84,Total,Total,1212
18,2017-05-12,2017,75-84,Total,Total,1388
19,2017-05-19,2017,75-84,Total,Total,1348
20,2017-05-26,2017,75-84,Total,Total,1296
21,2017-06-02,2017,75-84,Total,Total,1101
22,2017-06-09,2017,75-84,Total,Total,1299
23,2017-06-16,2017,75-84,Total,Total,1182
24,2017-06-23,2017,75-84,Total,Total,1225
25,2017-06-30,2017,75-84,Total,Total,1271
26,2017-07-07,2017,75-84,Total,Total,1187
27,2017-07-14,2017,75-84,Total,Total,1248
28,2017-07-21,2017,75-84,Total,Total,1200
29,2017-07-28,2017,75-84,Total,Total,1150
30,2017-08-04,2017,75-84,Total,Total,1186
31,2017-08-11,2017,75-84,Total,Total,1227
32,2017-08-18,2017,75-84,Total,Total,1220
33,2017-08-25,2017,75-84,Total,Total,1228
