,Week,Year,Age,Condition,Region,Deaths
24,2019-06-21,2019,Total,Total,Wales,542
25,2019-06-28,2019,Total,Total,Wales,564
26,2019-07-05,2019,Total,Total,Wales,534
27,2019-07-12,2019,Total,Total,Wales,588
28,2019-07-19,2019,Total,Total,Wales,553
29,2019-07-26,2019,Total,Total,Wales,543
30,2019-08-02,2019,Total,Total,Wales,570
31,2019-08-09,2019,Total,Total,Wales,542
32,2019-08-16,2019,Total,Total,Wales,589
33,2019-08-23,2019,Total,Total,Wales,553
34,2019-08-30,2019,Total,Total,Wales,558
35,2019-09-06,2019,Total,Total,Wales,582
36,2019-09-13,2019,Total,Total,Wales,567
37,2019-09-20,2019,Total,Total,Wales,572
38,2019-09-27,2019,Total,Total,Wales,611
39,2019-10-04,2019,Total,Total,Wales,597
40,2019-10-11,2019,Total,Total,Wales,590
41,2019-10-18,2019,Total,Total,Wales,622
42,2019-10-25,2019,Total,Total,Wales,670
43,2019-11-01,2019,Total,Total,Wales,642
44,2019-11-08,2019,Total,Total,Wales,653
45,2019-11-15,2019,Total,Total,Wales,674
46,2019-11-22,2019,Total,Total,Wales,699
47,2019-11-29,2019,Total,Total,Wales,689
48,2019-12-06,2019,Total,Total,Wales,737
49,2019-12-13,2019,Total,Total,Wales,699
50,2019-12-20,2019,Total,Total,Wales,767
51,2019-12-27,2019,Total,Total,Wales,496
